run_id,tokenizer_type,embed_dim,num_heads,num_layers,batch_size,seq_length,max_seq_len,learning_rate,epoch,loss,cpu_usage,gpu_usage
run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,380,9.145320892333984,14.0,44.74401836832061

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,390,9.073655128479004,13.8,44.74401836832061

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,400,9.113551139831543,14.1,44.74401836832061

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,410,8.833904266357422,13.7,44.74401836832061

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,420,8.778214454650879,13.7,44.7548008110687

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,430,8.841787338256836,13.8,44.74874165076336

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,440,8.903374671936035,13.5,44.74401836832061

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,450,8.866034507751465,15.0,44.7548008110687

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,460,8.70320987701416,16.9,44.74401836832061

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,470,8.586094856262207,16.2,44.74874165076336

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,480,8.781601905822754,13.7,44.74401836832061

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,490,8.860617637634277,13.3,44.74401836832061

run_20251202_094135_b6794343,word,1024,16,12,16,256,512,0.003,500,8.665970802307129,14.2,44.74401836832061
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,1,752.6478271484375,23.4,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,10,103.25746154785156,20.8,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,20,54.25056076049805,21.0,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,30,36.01665115356445,21.0,47.6792760019084
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,40,23.864683151245117,17.9,47.6792760019084
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,50,18.805126190185547,21.0,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,60,15.564995765686035,19.8,47.6792760019084
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,70,12.621553421020508,18.5,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,80,13.117862701416016,17.0,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,90,12.383682250976562,18.0,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,100,11.930924415588379,17.3,47.68314050572519
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,110,11.239570617675781,18.5,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,120,11.218157768249512,18.2,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,130,10.85972785949707,18.1,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,140,10.66474437713623,17.8,47.6792760019084
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,150,10.585140228271484,19.9,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,160,10.371463775634766,17.5,47.6792760019084
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,170,10.028533935546875,17.4,47.687005009541984
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,180,9.821028709411621,17.9,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,190,9.40261459350586,18.1,47.6792760019084
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,200,9.564373016357422,18.4,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,210,9.400786399841309,17.7,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,220,9.580658912658691,19.3,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,230,9.069883346557617,17.3,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,240,9.302221298217773,17.9,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,250,9.199728012084961,17.3,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,260,9.025532722473145,18.3,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,270,9.093140602111816,17.1,47.67956226145038
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,280,8.615720748901367,17.6,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,290,8.917974472045898,18.0,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,300,8.585125923156738,17.8,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,310,8.640067100524902,18.0,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,320,8.984787940979004,19.0,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,330,12.482150077819824,18.4,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,340,12.268325805664062,18.1,47.687005009541984
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,350,9.760788917541504,19.1,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,360,9.002931594848633,17.9,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,370,8.804317474365234,20.5,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,380,8.101621627807617,17.5,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,390,7.8751420974731445,17.9,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,400,8.114686012268066,18.4,47.67569775763359
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,410,7.8169050216674805,19.6,47.67569775763359
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,420,7.634756565093994,23.2,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,430,8.045811653137207,24.1,47.67569775763359
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,440,7.710456371307373,21.6,47.67183325381679
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,450,7.754995822906494,18.3,47.67569775763359
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,460,7.8031697273254395,18.4,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,470,7.879737854003906,17.7,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,480,7.687933444976807,19.5,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,490,7.6372971534729,17.8,47.66796875
run_20251204_095507_30dac306,tiktoken,1024,16,12,16,256,512,0.003,500,7.806380748748779,18.9,47.6792760019084
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,1,708.4512939453125,22.7,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,10,96.1747055053711,23.1,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,20,38.84764099121094,19.0,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,30,16.298572540283203,14.3,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,40,11.561810493469238,14.3,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,50,7.7719645500183105,15.4,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,60,6.75750732421875,15.0,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,70,6.504456996917725,19.7,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,80,6.303616046905518,17.0,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,90,5.917238235473633,13.6,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,100,5.8958539962768555,14.4,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,110,5.850473403930664,13.4,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,120,5.725919723510742,13.8,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,130,5.723878383636475,18.5,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,140,5.635345935821533,17.0,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,150,5.5270161628723145,13.2,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,160,5.511731147766113,13.8,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,170,5.5612897872924805,13.8,28.563794131679387
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,180,5.45490026473999,16.6,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,190,5.3613715171813965,21.2,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,200,5.328249931335449,15.1,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,210,5.391722202301025,13.3,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,220,5.287680625915527,13.8,28.563794131679387
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,230,5.311192035675049,13.1,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,240,5.375733852386475,14.1,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,250,5.3477702140808105,20.1,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,260,5.245941162109375,14.6,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,270,5.173891544342041,13.5,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,280,5.355441570281982,15.6,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,290,5.127166748046875,13.1,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,300,5.070327281951904,15.3,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,310,5.061725616455078,30.1,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,320,5.054737091064453,24.1,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,330,5.0179643630981445,17.6,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,340,5.087643146514893,13.5,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,350,5.012562274932861,14.4,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,360,5.031469345092773,15.4,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,370,5.079769134521484,20.1,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,380,4.899369716644287,15.8,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,390,5.0635175704956055,13.0,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,400,5.0336103439331055,13.8,28.562839933206106
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,410,4.947991371154785,13.0,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,420,4.975481986999512,17.8,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,430,4.912022113800049,18.1,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,440,4.85318660736084,13.2,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,450,4.904662609100342,13.3,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,460,5.057987213134766,13.6,28.560359017175575
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,470,4.860931396484375,12.6,28.563794131679387
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,480,4.886250019073486,20.0,28.563794131679387
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,490,4.912708759307861,17.7,28.561313215648852
run_20251204_104351_6541018a,character,1024,16,12,16,256,512,0.003,500,4.761203765869141,13.8,28.563794131679387
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,1,741.1255493164062,14.7,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,10,81.48446655273438,12.3,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,20,33.734127044677734,9.5,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,30,16.456893920898438,9.4,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,40,11.68599796295166,11.0,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,50,8.259195327758789,9.7,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,60,6.836472988128662,9.4,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,70,6.655211448669434,10.4,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,80,6.469282150268555,11.0,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,90,6.316805362701416,10.4,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,100,6.284379959106445,11.8,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,110,5.98736047744751,10.8,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,120,5.8761677742004395,10.8,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,130,5.986487865447998,12.5,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,140,5.857676982879639,10.0,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,150,5.6523637771606445,9.9,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,160,5.715322494506836,11.3,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,170,5.732802867889404,10.5,28.563794131679387
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,180,5.717049598693848,9.0,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,190,5.67384672164917,9.4,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,200,5.481572151184082,10.0,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,210,5.427917003631592,10.8,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,220,5.408236503601074,11.5,28.563794131679387
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,230,5.495507717132568,11.8,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,240,5.403687477111816,10.8,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,250,5.366730213165283,18.2,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,260,5.2942938804626465,17.0,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,270,5.4304704666137695,24.0,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,280,5.25056791305542,41.1,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,290,5.323380470275879,28.3,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,300,5.193033218383789,17.6,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,310,5.15390682220459,17.6,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,320,5.195135593414307,18.6,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,330,5.207286357879639,22.6,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,340,5.144704818725586,18.1,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,350,5.185177326202393,16.3,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,360,4.952194690704346,16.5,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,370,5.150122165679932,15.9,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,380,5.062231063842773,17.0,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,390,4.996735572814941,16.7,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,400,4.801495552062988,17.3,28.562839933206106
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,410,5.000894546508789,16.1,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,420,4.951922416687012,13.7,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,430,4.941226959228516,14.5,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,440,4.772136688232422,14.2,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,450,4.880337715148926,15.0,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,460,4.850726127624512,13.8,28.560359017175575
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,470,4.993610382080078,14.4,28.563794131679387
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,480,5.0201616287231445,13.6,28.563794131679387
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,490,5.01798677444458,14.0,28.561313215648852
run_20251211_154003_5217dbbb,character,1024,16,12,16,256,512,0.003,500,4.829583644866943,14.3,28.563794131679387
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,1,754.1434936523438,15.0,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,10,77.42327880859375,12.2,44.74874165076336
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,20,43.61711883544922,10.4,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,30,28.331727981567383,10.0,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,40,19.256832122802734,14.6,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,50,16.017230987548828,12.5,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,60,14.553616523742676,12.1,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,70,13.69204044342041,10.3,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,80,12.591439247131348,10.0,44.74874165076336
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,90,12.07109260559082,9.5,44.7548008110687
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,100,12.26765251159668,9.7,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,110,11.837870597839355,9.7,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,120,11.341815948486328,9.6,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,130,10.81728744506836,11.1,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,140,10.734830856323242,11.5,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,150,10.783324241638184,9.6,44.74874165076336
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,160,10.44900894165039,9.8,44.760859971374046
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,170,10.200957298278809,10.3,44.7548008110687
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,180,10.15757942199707,10.4,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,190,9.929067611694336,10.9,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,200,10.356104850769043,11.4,44.74874165076336
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,210,10.055791854858398,10.3,44.74874165076336
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,220,9.724897384643555,9.7,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,230,9.826009750366211,9.6,44.74874165076336
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,240,9.9576416015625,10.3,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,250,9.685379028320312,10.4,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,260,9.642781257629395,9.6,44.74874165076336
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,270,9.260334968566895,10.2,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,280,9.265183448791504,10.3,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,290,9.42359733581543,9.8,44.74874165076336
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,300,9.336389541625977,9.6,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,310,9.620050430297852,10.0,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,320,9.413537979125977,9.8,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,330,9.524910926818848,9.6,44.74874165076336
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,340,9.105700492858887,9.5,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,350,9.339215278625488,9.7,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,360,8.892045021057129,10.8,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,370,9.329922676086426,10.0,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,380,10.646142959594727,9.8,44.74401836832061
run_20251211_155613_7d508ccb,word,1024,16,12,16,256,512,0.003,390,12.597713470458984,9.8,44.74401836832061
